"Ծանր թուլություն, մաշկի չորություն, քոր",Քրոնիկ երիկամային անբավարարություն
"Տեսողության մթագնում, աչքի ճնշում",Գլաուկոմա
"Ուժեղ կողային ցավ, մեզի գունափոխություն",Երիկամային վարակ
"Հևոց, հազ, ցածր թթվածին",Թոքաբորբ
"Քայքայված ատամներ, ցավ ծամելիս",Ատամնային կարիես
"Ձեռքերի թմրում, թուլություն",Կարպալ թունելի համախտանիշ
Մաշկի ուժեղ կարմրություն արևից հետո,Արևայրուկ
Քոր առաջացնող շրջանաձև բծեր մաշկի վրա,Սնկային վարակ
"Ձայների կորուստ, կոկորդի ցավ",Ակուց վոկալ լարերի բորբոքում
Գլխապտույտ՝ նստածից կանգնելիս,Օրթոստատիկ հիպոտոնիա
"Սրտխառնոց, լուծ, որովայնի խռկոտում",Լակտոզի անհանդուրժողականություն
"Քաշի կտրուկ կորուստ, դյուրագրգռություն",Դիաբետ 1 տիպ
"Հոդերի այտուց, առավոտյան կարկամություն",Արթրիտ
"Լոբային ցավ, բերանի տհաճ հոտ",Լվացարանի բորբոքում (տոնզիլիտ)
"Քթի փակվածություն, վատ հոտառություն",Ռինիտ
"Միզուղիների ցավ, դող, ջերմություն",Պիելոնեֆրիտ
Սուր ցավ սրունքի հետևում,Աքիլեսի ջիլի բորբոքում
"Կոկորդի այրոց, դժվար կուլ տալ",Ֆարինգիտ
"Թուլություն, հոգնածություն, մկանային ցավ",Վիրուսային ինֆեկցիա
"Գրպանի շրջանի ցավ, այտուց",Հեմատոմա
"Աչքի կարմրություն, լղոզված տեսողություն",Ուվեիտ
Շնչահեղձություն՝ ֆիզիկական ծանրաբեռնման ժամանակ,Քրոնիկական օբստրուկտիվ թոքային հիվանդություն
"Ձայնի խռպոտություն, հազ, կոշտ կոկորդ",Քրոնիկական լարինգիտ
"Ստամոքսի ցավ ու այրոց, ախորժակի անկում",Գաստրիտ
"Սուր գլխացավ, քթի խոռոչի ճնշում",Սինուսային գլխացավ
"Մաշկի գունատություն, ուժեղ հոգնածություն",Սակավարյունություն
"Թուլություն, այտուցվածություն, վնասվածք",Մկանային ձգվածություն
"Արյունային կղանք, որովայնային ցավ",Աղիքային բորբոքում
Անընդհատ հազ՝ տևող 3 շաբաթից ավելի,Քրոնիկական բրոնխիտ
"Հոտի և համի կորուստ, հոգնածություն",Վիրուսային ռինովիրուսային վարակ
Քոր ունեցող մաշկ՝ փշաքաղվող բծերով,Էկզեմա
"Սրտխառնոց, նոպաների նման որովայնային ցավ",Խոցային հիվանդություն
Աչքի թրթռացող շարժումներ,Նիստագմուս
"Ուղիղ աղիքի ցավ, ճաքեր",Անալ ճաքեր
"Մկանային թուլություն, ոտքերի ծանրություն",Պերիֆերիկ նեյրոպաթիա
Ուժեղ ցավ՝ աջ ստորին որովայնում,Ապենդիցիտ
"Միզարձակման դժվարություն, թույլ հոսք, գիշերային հաճախակի միզում",Շագանակագեղձի մեծացում
Կրծքավանդակի սեղմող ցավ՝ ձախ ձեռքին փոխանցմամբ,Սրտամկանի ինֆարկտ
"Ձեռքի այտուց, ցավ և անզգայացում",Լիմֆեդեմա
"Շունչ քաշելիս ցավ, հևոց",Թոքային էմբոլիա
"Մաշկի կապտություն, սրտխփոց, հոգնածություն",Սրտային անբավարարություն
"Լորձային փսխում, սաստիկ ճնշում ստամոքսում",Գաստրոէնտերիտ
"Ձայնի կորուստ, հևոց",Քրոնիկական շնչուղիների բորբոքում
"Սրտխառնոց, գլխապտույտ, արյան ճնշման անկում",Արյան ցածր ճնշում (հիպոտոնիա)
Ցավ՝ ոտքերի ստորին մասում քայլելիս,Պերիֆերիկ զարկերակային հիվանդություն
"Բարձր ջերմություն, ուժեղ կոկորդի ցավ, մեծացած նշագեղձեր",Ստրեպտոկոկային ֆարինգիտ
"Քունի խանգարում, լուրջ հոգնածություն",Քրոնիկական հոգնածության համախտանիշ
"Մաշկի վրա կարմիր, թեփոտվող բծեր",Կարմիր գետք (psoriasis)
"Ստամոքսի այրոց, գիշերային հետհոսք",Թթվային ռեֆլյուքս
"Աղիքների խանգարում, քաշի անկում",Բորբոքային աղիքային հիվանդություն
"Ցավ սրտի շրջանում, սուր շնչառություն",Պերիկարդիտ
Ուշագնացության դրվագներ,Սինկոպե
Տեսողության կորուստ և աչքի սուր ցավ,Աչքի ճնշման բարձրացում
"Մկանային կոշտություն, ցնցումներ",Տետանիա
Ոտքերի այրող ցավ և թմրություն,Դիաբետիկ նեյրոպաթիա
"Անընդհատ ջերմություն, քաշի կորուստ",Լիմֆոմա
"Միզում արյուն, ուժեղ կողային ցավ",Երիկամային քարեր
Ուժեղ գլխացավեր՝ առավոտյան,Հիպերտոնիկ ճգնաժամ
"Քիթ-կոկորդի խցանում, դեմքի այստեղ ցավ",Քրոնիկական սինուսիտ
"Ոտքերի կարմրություն, տաքություն և ցավ",Ցելյուլիտ (մաշկային վարակ)
Արյան վրա ցածր թթվածնի մակարդակ,Թոքային անբավարարություն
Մազաթափություն՝ կլոր բծերով,Ալոպեցիա areata
"Ձեռքերի դող, սրտխփոց, նյարդայնություն",Վահանագեղձի գերակտիվություն
Որովայնի ուժեղ ցավ՝ ուտելուց հետո,Լեղ ճանապարհների խցանում
Հազ՝ կանաչ լորձով և ցածր ջերմությամբ,Բակտերիալ շնչառական ինֆեկցիա
"Սուր ետևային ցավ, ոտքի ճառագայթում",Սայաթիկա
"Արագ հոգնածություն, գունատություն",Երկաթի դեֆիցիտային անեմիա
Մաշկի ցավոտ կարմիր հանգույցներ,Էրիթեմա նոդոզում
"Կոկորդի քոր, աչքերի արցունքահոսություն",Սեզոնային ալերգիա
Վիրուսային ախտանիշներ՝ ցանով,Կարմրուկ (վիրուսային)
Հանկարծակի սուր գլխացավ,Սուբարախնոիդալ արյունահոսություն
"քրտինք գիշերային, քաշի անկում",Թոքային տուբերկուլոզ
"Մաշկի դեղինացում, ընդհանուր տկարություն",Լյարդային անբավարարություն
"Բարձր ջերմություն, մարմնի ցավեր",Գրիպ
Ձեռքի մատերի կապտացում սառնին,Ռեյնոյի համախտանիշ
Ցավ՝ ստորին որովայնում դաշտանից առաջ,Դիսմենորեա
"Հոգնածություն, գլխապտույտ, շնչառության կարճություն",Անիեմիա
Աղիքային խանգարումներ՝ սուր ցավով,Կոլիտ
"Աչքերի ցավ, այտուց, կարմրություն",Օրբիտալ սելյուլիտ
"Քաշի աճ, ուժեղ քնկոտություն",Հիպոթիրեոզ
"Մկանային թուլություն, դժվար քայլք",Մկանային դիստրոֆիա
"Արյունոտ լուծ, ջերմություն",Շիգելլոզ
Մաշկի ծանր քոր,Սկաբիոզ (թալիկ)
"Գլխապտույտ, անընդհատ պատառոտող գլխացավեր",Վեջեստիբուլար միգրեն
Անբացատրելի քաշի անկում,Քաղցկեղի կասկած
"Քթահոսություն, հազ, քոր",Վիրուսային վերին շնչուղիների վարակ
Մինչև ծնկի ճառագայթող ցավ,Փսիատիկ նյարդի բորբոքում
Որովայնի ցավ՝ ճարպոտ ուտելուց հետո,Պանկրեատիտ
"Աչքերի խորը ցավ, լուսազգայունություն",Իրիդոցիկլիտ
"Մաշկի ճաքեր, սև բծեր",Սնկային դերմատիտ
"Շնչահեղձություն, սրտխփոց",Պանիկային հարձակում
Ծանր գլխացավ՝ գլխի հետևում,Օկցիպիտալ նեվրալգիա
Սուր կոկորդի ցավ՝ առանց ջերմության,Վիրուսային ֆարինգիտ
Ողնաշարի ցավ՝ կենտրոնացած նրանցում,Սխոլոզի սրման ցավ
Ցավային միզարձակություն և ցածր մեջքի ցավ,Միզուղիների վարակ
Սուր ցավ թևի վերևում,Ռոտատոր մանժետի բորբոքում
Մաշկի պղպջակավոր ցան,Հերպես զոստեր
Վայել մաշկային բացեր,Ուռուցիկ դերմատիտ
"Սուր սրտխփոց, գլխապտույտ",Արիթմիա
"Ասիմետրիկ հոդացավ, այտուց",Գուտավոր արթրիտ
Քխտվող հազ՝ արյունային շղարշով,Թոքային աբսցես
Տեսողության կրկնակիացում,Դիպլոպիա
"Անընդհատ լուծ, ջրազրկում",Գաստրոէնտերիտ
Ցավ՝ գոտկատեղում երկար նստելուց,Ցածր մեջքի մկանային ձգում
Միզարձակման անհապաղ զգացողություն,Ուռետրիտ
"Քոր աչքերում, կարմրություն",Ալերգիկ կոնյուկտիվիտ
"Հոգնածություն, թուլություն, ցածր ադրենալին",Ադրենալ անբավարարություն
Արյունոտ փսխում,Վերին մարսողական արյունահոսություն
"Քթխորշերի ցավ, վատ հոտառություն",Մաքսիլյար սինուսիտ
Ողնաշարի ծայրային ցավ,Սակրոիլեիտ
"Բարձր ջերմություն, ցնցումներ",Սեպսիս
"Մաշկի գունատություն, թմրածություն",Պերիֆերիկ անեմիա
"Գլխուղեղային ճնշում, սրտխառնոց",Քրոնիկական հիդրոցեֆալիա
"Ջերմություն, մաշկի վրա փոքր կարմիր կետեր",Պետեխիաներ՝ հեմոռագիկ վարակի նշան
"Ոտքերի այտուց, սրտխփոց",Սրտային անբավարարություն
"Հոդերի սուր ցավ, կապտուկներ",Հեմոֆիլիա
Աչքի հանկարծակի մթագնում,Ռետինայի անջատում
Սուր այրոց և ցավ կոկորդում,Քիմիական գրգռություն
"Քոր, բշտիկավոր ցան",Քարաքոս (urticaria)
"Նստատեղի ցավ, այտուց, կարմրություն",Հեմոռոյ
Մաշկի թունդ դեղնություն,Հեպատիտ A/B/C
Տեսողության կորուստ՝ սև կետերով,Մակուլյար դեգեներացիա
"Կոշտ պարանոց, գլխացավ",Մենինգեալ գրգռում
"Շնչահեղձություն, շուրթերի կապտություն",Ծանր ասթմատիկ նոպա
"Ջերմություն, փորլուծություն, սրտխառնոց",Սալմոնելա
Սրտի ռիթմի անկանոնություն,Ատրիալ ֆիբրիլյացիա
Այտուցված և ցավոտ ոտքեր երկար կանգնելուց,Վենոզ կանգ
Սուր ցավ՝ ուսից դեպի արմունկ,Բերսիտ
"Ականջի ցավ, լսողության նվազում",Օտիտ
Գլխապտույտ և թուլություն,Անեմիա
"Քրտինք, սրտխփոց, թուլություն ու անհանգստություն",Վեգետատիվ նյարդային պայթյուն (panic attack)
Ողնաշարի սուր ցավ նստելուց հետո,Լումբալ մկանային ձգում
Աչքի ջուր և կարմրություն՝ քորի հետ,Վիրուսային կոնյուկտիվիտ
Բզզացող աղմուկ ականջներում,Տինիտուս
"Քաշի կորուստ, անընդհատ լուծ",Մարսողական մալաբսորբցիա
Հազ՝ շնչահեղձությամբ,Քրոնիկ օբստրուկտիվ թոքային հիվանդություն
Սուր կոկորդի ցավ՝ կուլ տալու դժվարությամբ,Սուր տոնզիլիտ
"Ախորժակի կորուստ, սրտխառնոց",Լյարդի բորբոքում
Ուժեղ ցավ սրտի շրջանում՝ ճառագայթում ուսին,Միոկարդիալ ինֆարկտ
Մկանային ցավ ու ջղաձգումներ,Էլեկտրոլիտային անհավասարակշռություն
Բարձր ջերմություն ու ցնցումներ,Մարմնական ծանր ինֆեկցիա
"Տեսողության մշուշում, գլխացավ",Բարձր ներակնային ճնշում
"Ոտքերի այտուց, ծանրություն",Լիմֆոստազ
"Քթախցանում, քթահոսություն",Վիրուսային ռինիտ
"Մաշկի գերբորբոքում, ցավոտ կարմրություն",Դերմատիտ
Ձեռքի թմրություն՝ գիշերային ուժեղացումով,Կարպալ թունելային համախտանիշ
Արյունոտ լուծ և որովայնի ցավ,Քրոնիկ կոլիտ
Մաշկի սպիտակ բծեր,Վիտիլիգո
Հազ՝ տևող 3 շաբաթից ավելի,Քրոնիկ բրոնխիտ
Մկանի սուր ձգում՝ գոլորշու ցավով,Մկանային սպազմ
Մազաթափություն՝ հորմոնալ փոփոխություններով,Թելոգեն էֆլյուվիում
"Բերանի խոցեր, այրման զգացում",Աֆթոզ ստոմատիտ
"Շնչառության արագացում, ցածր թթվածին",Թոքաբորբ
"Քթից արյուն, բծավոր կապտուկներ",Թրոմբոցիտոպենիա
"Բարձր ջերմություն, համատարած ցան",Վիրուսային մաքսիլյար վարակ
Որովայնի վերին հատվածի ցավ՝ ճաշից հետո,Գաստրոդուոդենիտ
"Մկանային թուլություն, արթնանալիս հոգնածություն",Քրոնիկական հոգնածության համախտանիշ
Ականջի ուժեղ ցավ,Սուր օտիտ
"Աղիքային գազեր, որովայնի ծանրություն",Գաստրոինտեստինալ գերբորբոքում
Ձեռքի մատերի ցրտազգայունություն,Ռեյնոյի համախտանիշ
"Քունի խանգարում, գիշերային անհանգստություն",Աննկություն
Մկանային այրող ցավ՝ սթրեսից հետո,Ֆիբրոմիալգիա
Ցավ ոտքի կամ սրունքի շրջանում քայլելիս,Կրոնիկ զարկերակային անբավարարություն
"Գլխապտույտ, սրտխառնոց՝ ջրազրկման ֆոնին",Ջրազրկում
Մաշկի այտ իջեցում արևից հետո,Արևայրուկ
"Հաճախակի լուծ, սուր ջերմություն",Բակտերիալ էնտերիտ
"Միզարձակման դժվարություն, այրոց",Ցիստիտ
Շնչահեղձություն և ծանր հևոց,Թոքային էմբոլիա
Մաշկի գերթափանցիկ մաշկավորում,Ատոպիկ դերմատիտ
"Կոկորդի խռպոտություն, ցավ",Տրախեիտ
Տեսողության կորուստ մեկ աչքում,Օկուլյար միգրեն
Քորոտ մաշկ՝ հաստ կեղևներով,Քրոնիկ էկզեմա
"Սուր մակխորշային ցավ, դող",Սեպտիցեմիա
"Ներքին ականջի ցավ, հավասարակշռության կորուստ",Լաբիրինթիտ
"Քաշի կորուստ, երեքշաբաթյա հազ",Թոքային տուբերկուլոզ
Մաշկի փափուկ ու ցավոտ ուռուցք,Աբսցես
Աչքի սպիտակ հատվածի կարմրություն,Սկլերիտ
Մեծացած ավշային հանգույցներ,Լիմֆադենոպաթիա
Սիրտ-թոքային ծանր հևոց,Սրտային անբավարարություն
Սուր ցավ՝ ուսահոդում,Ադհեզիվ կապսուլիտ (“սառեցված ուս”)
Քոր ու բշտիկներ՝ կապտագույն եզրերով,Հերպես Simplex
Գլխի ճնշման ուժեղացում,Ինտրակրանյալ ճնշում
"Բարձր ջերմություն, որովայնի ցավ",Ապենդիցիտ
"Միզուղիների ցավ, թութք",Պրոստատիտ
Վիրուսային նշաններ՝ սուր քրոմով,Ադենովիրուս
Հոդացավ և այտուց՝ միևնույն հոդում,Գուտա
Մաշկի բարակ ու հեշտ պատռվող մակերես,Մաշկային ատրոֆիա
"Աչքի այրոց, քոր ու արցունքի ավելացում",Քիմիական կոնյուկտիվիտ
"Ողնաշարի թեքություն, մեջքի ցավ",Սխոլիոզ
"Քթային հետհոսք, հազ",Պոստնազալ դրիպ
"Սրտխառնոց, փսխում, գունատություն",Վիրուսային գաստրիտ
"Դող, արագ սրտխփոց",Հիպերտիրեոզային ճգնաժամ
"Ջերմություն, շնչահեղձություն, կրծքավանդակի ցավ",Թոքային վարակ
Թմրություն՝ մատերի ծայրերում,Նյարդաբանական սեղմում
Ոտքերի ցավ և ծանրություն,Վենոզ կանգ
Մաշկի չոր ու քորոտ հատվածներ,Կոնտակտային դերմատիտ
Հազ՝ կոկորդում ճնշման զգացումով,Վիրուսային բրոնխիտ
"Լրիվ ուժազրկություն, գլխապտույտ",Անիեմիա
Չոր հազ՝ առանց ջերմության,Ալերգիկ ռեակցիա
Բարձր ջերմություն և լյարդի մեծացում,Հեպատիտ
Ցավ սրունքի վերին հատվածում,Տենդոնիտ
Սուր ծակող ցավ՝ ականջում,Օտիտ մեդիա
Աչքի տեսողության մթագնում իսկույն,Ակնաբույժային արտակարգ վիճակ
"Մաշկի վրա նուրբ ճաքեր, չորություն",Խրոնիկ դերմատիտ
Շնչառության դժվարացում՝ հևոցով,Ասթմա
"Նիստի ցավ, ողնաշարի ուժեղ լարում",Սակրոիլեիտ
Ավշային հանգույցների կոշտություն,Լիմֆոմա
Մեզի ընթացքում ուժեղ ցավ,Միզապարկի վարակ
Սուր գլխապտույտ՝ դիրքափոխության ժամանակ,Բինային պոզիցիոնալ վերտիգո (BPPV)
"Ատամի ցավ, այտուց",Ատամնաբորբ (պուլպիտ)
Մաշկի ցան՝ կարմիր օղակաձև,Լայմի հիվանդություն
Ցավ՝ վերին որովայնում դեպի մեջք,Պանկրեատիտ
"Ականջի խցանում, լսողության նվազում",Էվստաքյան փողի դիսֆունկցիա
"Հոգնածություն, ցածր էներգիա",Դեպրեսիվ համախտանիշ
"Մաշկի ջերմ զգացողություն, էритեմա",Բորբոքային ռեակցիա
Տեսողության շրջանում սև բծեր,Տեսողական օժանդակ խանգարում
Ձեռքի այրող ցավ՝ նյարդայնացման ֆոնին,Ուլնարյան նյարդի սեղմում
"Որձի ուռուցք, ցավոտություն",Օրխիտ
Քթային հետհոսք՝ կոկորդի գրգռումով,Ալերգիկ ռինիտ
"Տեսողության մասնակի կորուստ, գլխացավ",Միգրենային աուրա
"Ջերմություն, ընդհանուր թուլություն",Ինֆեկցիոն մոնոնուկլեոզ
"Պարանոցի լարվածություն, գլխապտույտ",Պարանոցի մկանային սպազմ
"Մկանային դող, հոգնածություն",Էնդոկրին խանգարում
"Ծանր շնչառություն, ցավ",Թոքային էդեմա
"շարունակական քթախոտություն, սառնաշաքիլ, հյուծվածություն, հազ, բարձր ջերմություն, գլխացավ, ուռած ավշահանգույցներ",Սովորական մրսածություն
"Առողջ լնդերը ամուր են և սերտորեն կպած ատամներին։ Եթե լնդերը հաճախ արյունահոսում են կամ ուռած են, հնարավոր է՝ ունեք լնդերի հիվանդություն։",Պերիոդոնտիտ
"փսխում, մարմնի մեկ կողմի թուլություն, խանգարված գիտակցություն",Կաթված (ուղեղային արյունազեղում)
"որովայնային ցավ, թթվային այրոց, լեզվի խոցեր, փսխում, հազ, կրծքավանդակի ցավ",Գաստրոէզոֆագեալ ռեֆլյուքս հիվանդություն (ԳԵՌՀ)
"փսխում, գլխացավ, սրտխառնոց, պտտվող զգացողություն, հավասարակշռության կորուստ, անկայունություն",Բենիգն պարոքսիզմալ դիրքային գլխապտույտ
"քոր, մաշկային ցան, գունափոխված բծեր, եղունգների փոքր ընկղմվածություններ, եղունգների խորշիկավորում",Սորիազ
"հյուծվածություն, քաշի կորուստ, անհանգստություն, քրտնարտադրություն, թուլություն",Հիպերթիրեոզ
"հեշտոցային արյունահոսություն, որովայնային ցավ, հղիության թեստի աննորմալ արդյունքներ",Արտարգանդային հղիություն
"փորլուծություն, փսխում, որովայնային ջղաձգումներ, ջերմություն, ջրազրկում",Գաստրոէնտերիտ
"կրծքավանդակի ցավ, շնչահեղձություն, սրտխառնոց, անհանգստություն, սրտխփոցներ",Պանիկային հարձակում
"գլխացավ, փսխում, լուսազգայունություն, սրտխառնոց",Միգրեն
"կոկորդի ցավ, հազ, ջերմություն, կոկորդի գրգռվածություն",Ֆարինգիտ
"ուժեղ որովայնային ցավ, փսխում, վատ մարսողություն",Գաստրիտ
"հոդացավ, մկանացավ, ջերմություն, ընդհանրական թուլություն",Վիրուսային ինֆեկցիա
"ս եզոնային քթահոսություն, քոր, աչքերի արցունքահոսություն",Ալերգիկ ռինիտ
"մշտական հոգնածություն, դանդաղ արձագանք, ուշադրության նվազում",Քրոնիկ հոգնածության համախտանիշ
"հազ, շնչահեղձություն, կրծքավանդակի ցավ, խորխարտադրություն",Թոքաբորբ
"ուժեղ ցավ ստորին որովայնում, ցավոտ միզում, հաճախակի միզում",Միզուղիների վարակի սրացում
"մաշկի կարմրություն, այտուց, ցավոտություն",Մաշկային վարակ
"ականջացավ, լսողության նվազում, ականջուփի լցվածություն",Միջին օտիտ
"սրտխառնոց, փսխում, ախորժակի կորուստ, ցավ աջ կողային հատվածում",Լյարդի բորբոքում
"ծանր հոգնածություն, դառնության զգացում բերանում",Լեղապարկի խնդիր
"ոտքերի ցավ, ծանրություն, այտուց",Վարիկոզ երակներ
շնչառության դժվարություն ֆիզիկական ծանրաբեռնվածության ժամանակ,Սրտային անբավարարություն
"վերջույթների թմրածություն, ցրտային զգացողություն",Նեյրոպաթիա
"քթախոտություն, ջերմություն, դեմքի ճնշվածություն",Սինուսիտ
"մատների այտուց, հոդացավ, առավոտյան կարկամվածություն",Ռևմատոիդ արթրիտ
"կոկորդի ուժեղ ցավ, կուլ տալու դժվարություն",Տոնզիլիտ
"փորկապություն, որովայնի գերգերբում",Մարսողական դանդաղում
"մաշկի ճաքեր, չորություն",Դերմատիտ
"միզելու ցավ, մутքի տհաճ հոտ",Միզուղիների վարակ
"կրծքավանդակի սեղմում, շնչահեղձություն, հազ",Ասթմա
"սրտխառնոց, ցնցումներ, միգրենային ցավ",Նյարդաբանական ճգնաժամ
"վաղ հագեցվածություն, մարսողության դանդաղում",Գաստրոպարեզ
"ձեռքերի դող, նյարդայնություն, քրտնարտադրություն",Վեգետատիվ դիսֆունկցիա
ոտքերի մկանային ցավ ֆիզիկական ծանրաբեռնվածությունից հետո,Մկանային գերգերբում
"տեսողության մշուշում, գլխապտույտ",Աչքային ճնշման բարձրացում
"ցավ ուսում և պարանոցում, գլխապտույտ",Պարանոցի օստեոխոնդրոզ
"հիպնոսածություն, սրտխառնոց, հավասարակշռության խանգարում",Լաբիրինթիտ
"բարձր ջերմություն, սարսուռ, թուլություն",Վարակային հիվանդություն
"քոր, մաշկային ցան, մեխանիկական վնասվածքի բծեր",Սնկային վարակ
"սառնաշաքիլ, փսխում, քաշի կորուստ, հազ, բարձր ջերմություն, գիշերային քրտինքներ",Տուբերկուլոզ
ամբողջ մարմնի կարմիր քորयुक्त ցան,Դենգե
"մեջքի ցավ, պարանոցի ցավ, գլխապտույտ, հավասարակշռության կորուստ",Ստիված պարանոց (Cervical Spondylosis)
"ցավոտ միզում, միզապարկի անհարմարություն, տհաճ հոտ, ներքևի որովայնի ցավ",Միզուղիների վարակ
"շարունակական քթախոտություն, սառնաշաքիլ, հյուծվածություն, հազ, բարձր ջերմություն, գլխացավ, ուռած ավշահանգույցներ",Սովորական մրսածություն
"Առողջ լնդերը ամուր են և սերտորեն կպած ատամներին։ Եթե լնդերը հաճախ արյունահոսում են կամ ուռած են, հնարավոր է՝ ունեք լնդերի հիվանդություն։",Պերիոդոնտիտ
"փսխում, մարմնի մեկ կողմի թուլություն, խանգարված գիտակցություն",Կաթված (ուղեղային արյունազեղում)
"որովայնային ցավ, թթվային այրոց, լեզվի խոցեր, փսխում, հազ, կրծքավանդակի ցավ",Գաստրոէզոֆագեալ ռեֆլյուքս հիվանդություն (ԳԵՌՀ)
"փսխում, գլխացավ, սրտխառնոց, պտտվող զգացողություն, հավասարակշռության կորուստ, անկայունություն",Բենիգն պարոքսիզմալ դիրքային գլխապտույտ
